DisplayImage,corrAns,ishihara_pics.thisRepN,ishihara_pics.thisTrialN,ishihara_pics.thisN,ishihara_pics.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,thisRow.t,notes,Settings.started,Settings.stopped,demographics.started,demographics.stopped,demographic_form.index,demographic_form.itemText,demographic_form.type,demographic_form.font,demographic_form.markerColor,demographic_form.response,demographic_form.rt,education.started,education.stopped,edu_form.index,edu_form.itemText,edu_form.type,edu_form.font,edu_form.markerColor,edu_form.response,edu_form.rt,Ishihara.started,Ishihara.stopped,ishihara_number.text,no_text_blocks_self_paced.started,no_text_blocks_self_paced.stopped,text_blocks_self_paced.started,colour,target,nback_response,nback_RT,duration,text_nr,trial_nr,block_nr,block_name,block_kind,word,global_onset_time,question,button_pressed,chosen_ans,ans_correct,block_nr_exp,n-back_level,text_blocks_self_paced.stopped,text_blocks_paced.started,text_blocks_paced.stopped,no_text_blocks_paced.started,no_text_blocks_paced.stopped,pseudotext.started,pseudotext.stopped,curr_0back_target,RT_per_letter_baseline,RT_per_letter_0back,RT_per_rect_1back_single,RT_per_letter_1bck,RT_per_rect_2back_single,RT_per_letter_2bck,participant,testing_mode,date,expName,psychopyVersion,expStart
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,0.832543708158343,,55,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,0.835543708158343,,56,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,0.838543708158343,,57,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,True,hit,443.170070648193,0.841543708158343,,58,15,1back_single_main_no_click,1,,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,0.844543708158343,,59,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,0.847543708158343,,60,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,0.850543708158343,,61,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,0.853543708158343,,62,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,0.856543708158343,,63,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,True,hit,300.426959991455,0.859543708158343,,64,15,1back_single_main_no_click,1,,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,0.862543708158343,,65,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,0.865543708158343,,66,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,0.868543708158343,,67,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,0.871543708158343,,68,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,0.874543708158343,,69,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,0.877543708158343,,70,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,0.880543708158343,,71,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,0.883543708158343,,72,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,0.886543708158343,,73,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,0.889543708158343,,74,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,0.892543708158343,,75,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,0.895543708158343,,76,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,True,hit,416.563034057617,0.898543708158343,,77,15,1back_single_main_no_click,1,,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,0.901543708158343,,78,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,0.904543708158343,,79,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,0.907543708158343,,80,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,0.910543708158343,,81,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,0.913543708158343,,82,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,0.916543708158343,,83,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,0.919543708158343,,84,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,0.922543708158343,,85,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,True,hit,429.436922073364,0.925543708158343,,86,15,1back_single_main_no_click,1,,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,0.928543708158343,,87,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,0.931543708158343,,88,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,0.934543708158343,,89,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,0.937543708158343,,90,15,1back_single_main_no_click,1,,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1689.11582493782,1689.11583614349,1689.13365411758,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,7,0,7,0,1689.14985799789,,,,,,,,,,,,,,,,,,,,,,,,,1689.13399815559,1689.14989304543,1689.14989995956,#2AB7EF,False,correct rejection,None,692.656364903521,text_02,1,16,1back_dual_main_no_click,1,In,,,None,,,,,1689.19373703003,1689.1937520504,,,,,,,,,,138.531272980704,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,845.192775780683,text_02,2,16,1back_dual_main_no_click,1,Tansania,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,783.08257471572,text_02,3,16,1back_dual_main_no_click,1,haben,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,851.192775780683,text_02,4,16,1back_dual_main_no_click,1,Forscher,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,870.509409645693,text_02,5,16,1back_dual_main_no_click,1,Überreste,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,792.08257471572,text_02,6,16,1back_dual_main_no_click,1,eines,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,956.215337066638,text_02,7,16,1back_dual_main_no_click,1,Urzeit-Krokodils,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,879.509409645693,text_02,8,16,1back_dual_main_no_click,1,entdeckt.,,,None,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,True,hit,427.350997924805,716.656364903521,text_02,9,16,1back_dual_main_no_click,1,Es,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,804.08257471572,text_02,10,16,1back_dual_main_no_click,1,zeigt,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,True,hit,435.145854949951,939.450791543003,text_02,11,16,1back_dual_main_no_click,1,Ähnlichkeiten,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,725.656364903521,text_02,12,16,1back_dual_main_no_click,1,zu,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,934.362373356166,text_02,13,16,1back_dual_main_no_click,1,Säugetieren.,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,731.656364903521,text_02,14,16,1back_dual_main_no_click,1,Es,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,748.317250784255,text_02,15,16,1back_dual_main_no_click,1,war,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,737.656364903521,text_02,16,16,1back_dual_main_no_click,1,so,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,794.170214494728,text_02,17,16,1back_dual_main_no_click,1,groß,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,757.317250784255,text_02,18,16,1back_dual_main_no_click,1,wie,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,800.170214494728,text_02,19,16,1back_dual_main_no_click,1,eine,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,True,miss,None,859.339812070211,text_02,20,16,1back_dual_main_no_click,1,Katze.,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,766.317250784255,text_02,21,16,1back_dual_main_no_click,1,Das,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,True,hit,393.579006195068,809.170214494728,text_02,22,16,1back_dual_main_no_click,1,Tier,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,843.08257471572,text_02,23,16,1back_dual_main_no_click,1,lebte,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,775.317250784255,text_02,24,16,1back_dual_main_no_click,1,vor,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,818.170214494728,text_02,25,16,1back_dual_main_no_click,1,etwa,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,True,hit,416.244029998779,781.317250784255,text_02,26,16,1back_dual_main_no_click,1,105,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,936.509409645693,text_02,27,16,1back_dual_main_no_click,1,Millionen,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,883.339812070211,text_02,28,16,1back_dual_main_no_click,1,Jahren,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,790.317250784255,text_02,29,16,1back_dual_main_no_click,1,und,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,864.08257471572,text_02,30,16,1back_dual_main_no_click,1,jagte,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,782.656364903521,text_02,31,16,1back_dual_main_no_click,1,an,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,839.170214494728,text_02,32,16,1back_dual_main_no_click,1,Land,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,842.170214494728,text_02,33,16,1back_dual_main_no_click,1,nach,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,941.192775780683,text_02,34,16,1back_dual_main_no_click,1,Insekten,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,True,hit,437.1178150177,808.317250784255,text_02,35,16,1back_dual_main_no_click,1,und,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#D292F3,False,correct rejection,None,928.694501977521,text_02,36,16,1back_dual_main_no_click,1,kleinen,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,931.694501977522,text_02,37,16,1back_dual_main_no_click,1,Tieren.,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,803.656364903521,text_02,38,16,1back_dual_main_no_click,1,Es,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#F989A2,False,correct rejection,None,891.08257471572,text_02,39,16,1back_dual_main_no_click,1,besaß,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#2AB7EF,False,correct rejection,None,1026.450791543,text_02,40,16,1back_dual_main_no_click,1,ungewöhnliche,,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#88BA3F,False,correct rejection,None,978.509409645693,text_02,41,16,1back_dual_main_no_click,1,"Merkmale,",,,1,,,,,,,,,,,,,,,,,,,MA01,no,2024-08-22_08h07.10.569,EXNAT_3_training,2024.1.0,2024-08-22 08h07.51.867027 +0200
